ACCID;ACCUSERNAME;ACCPASSWORD;DATEOPEN;TOTALMONEY;DVT;CUSID;BranchID
A00004537;1464900819;Zavion1976@JWACJYJ7FG;2020-12-02;795675572;VND;C00005472;BR0000024
A00004538;8817094820;Felicity1988@WXYVMTXNCV;2018-03-20;760853639;VND;C00005473;BR0000029
A00004543;5615634353;Alexandre1965@PWUBYZH4J6;2018-05-19;345466575;VND;C00005478;BR0000051
A00004550;6179892918;Kira1967@7HWFNDM4IS;2018-02-13;2589550;VND;C00005487;BR0000019
A00004576;5086301275;Ansh1984@QXLJR8FI4J;2019-01-28;486450619;VND;C00005517;BR0000019
A00004580;6179181871;Briella1993@ILOET1V01R;2019-11-19;49022209;VND;C00005521;BR0000019
A00004585;4609298000;Courtney1967@T8TZ5T5AKD;2020-04-23;950983718;VND;C00005526;BR0000001
A00004588;7911929676;Elan1973@VNZRRZN724;2019-12-13;678459497;VND;C00005530;BR0000028
A00004589;5069459919;Everest1999@TDZHZ2075B;2021-09-01;941076796;VND;C00005531;BR0000044
A00004596;6936331225;Noah1955@GAQ963RVHR;2021-07-25;696444101;VND;C00005539;BR0000007
A00004616;2125319558;Liam1996@EDKU755XT7;2019-08-30;779084077;VND;C00005563;BR0000021
A00004618;9643104034;Adaline1986@3QK8AH7LUO;2018-05-02;514734225;VND;C00005565;BR0000022
A00004626;6178790189;Alicia1990@R9Q6YCA4DH;2019-10-24;808493751;VND;C00005574;BR0000019
A00004631;3157283622;Mason1971@LHRPBF5FB8;2019-08-23;208947520;VND;C00005579;BR0000021
A00004650;8086269008;Jacob2000@N4VNQJHMCZ;2018-05-01;114169632;VND;C00005606;BR0000044
A00004659;6176609652;Aylin1978@EY2L7KSRJ1;2019-12-09;192065959;VND;C00005617;BR0000019
A00004660;6231702182;Veronica1973@3O769Y68KP;2020-02-10;994284043;VND;C00005618;BR0000024
A00004681;2798433663;Esmeralda1977@MSCA4NTZDW;2020-09-09;932625539;VND;C00005642;BR0000029
A00004715;1041504653;Sage1975@H3HI09FOS6;2018-04-28;93104599;VND;C00005684;BR0000011
A00004725;5889688302;William1970@0J6G0EIOER;2019-07-13;268940002;VND;C00005699;BR0000024
A00004727;3006628466;Leslie1979@1Z3TNRYEF8;2020-07-24;344948217;VND;C00005701;BR0000033
A00004729;3393395109;Aspen1995@79WJ4C1THH;2021-09-23;282228120;VND;C00005704;BR0000017
A00004743;5732200486;Emma1979@27BEV05BS9;2018-01-27;926413501;VND;C00005722;BR0000041
A00004746;1585465088;Ethan1973@CNHO76WISS;2021-12-17;531171993;VND;C00005727;BR0000001
A00004753;2120154216;James1973@W7PDY4EUON;2021-08-21;740228983;VND;C00005736;BR0000021
A00004768;1437499939;Alexander1968@BWKAHDH025;2019-04-30;961743580;VND;C00005753;BR0000016
A00004774;5731586906;Michael1968@QEH4PEVKMI;2021-04-03;527708012;VND;C00005760;BR0000017
A00004784;9023175987;Sophia1980@6WRAWXRHOD;2020-11-11;133282427;VND;C00005774;BR0000029
A00004794;6582417301;Elijah1982@Z8TG46C1XI;2019-06-22;510959166;VND;C00005788;BR0000003
A00004803;1256314840;Ava1999@QYYONDFL09;2020-11-24;109417607;VND;C00005801;BR0000048
A00004825;9391772497;Daniel1988@5H5L9ADGCH;2019-03-21;17720294;VND;C00005826;BR0000050
A00004851;2699335019;Aiden1972@IIDXJ6CLS6;2019-11-02;603320121;VND;C00005858;BR0000024
A00004852;3850811341;Logan1984@H5SCH1NY2D;2019-11-16;12019296;VND;C00005860;BR0000046
A00004858;5287631483;Abigail1998@RR3SMSDDA5;2021-06-28;384899221;VND;C00005866;BR0000024
A00004863;2676355608;Emily1999@4QQ1FQS1HD;2018-03-01;180608527;VND;C00005873;BR0000006
A00004894;4987609850;Matthew1955@2NIC58K2EZ;2021-12-21;206363766;VND;C00005911;BR0000020
A00004907;5402076766;Charlotte1990@2LW6KGIRQK;2018-01-18;646582026;VND;C00005928;BR0000031
A00004937;7160982235;Lucas1971@NDI16X1UWE;2021-10-07;685302065;VND;C00005965;BR0000021
A00004948;7478772798;Jackson1999@A17HOTCN9L;2019-08-11;197134181;VND;C00005977;BR0000005
A00004949;8273669573;Harper1964@7BIOCD8HGO;2019-12-27;448017163;VND;C00005978;BR0000051
A00004969;7817838545;David1957@J036HISAHO;2021-03-04;441482085;VND;C00006001;BR0000019
A00004981;5338361269;Oliver1993@QXIJ6D8GW9;2021-04-08;270284770;VND;C00006015;BR0000001
A00004994;2125297465;Jayden1986@QMLK53OD3N;2019-03-31;737375270;VND;C00006033;BR0000021
A00004995;4858775986;Joseph1959@CTTIJM3XJP;2021-11-02;462260589;VND;C00006034;BR0000026
A00004999;2124181613;Madison1978@J75ZPEM3UY;2018-11-04;257417215;VND;C00006039;BR0000021
A00005001;5237835828;Samuel1983@4KNOFPECYG;2019-01-27;108448111;VND;C00006042;BR0000024
A00005011;2115795490;Carter1969@OC8YSY80SE;2019-11-24;766912372;VND;C00006052;BR0000038
A00005024;7735053577;Amelia1970@SGV20ILYZD;2018-06-20;686494055;VND;C00006067;BR0000029
A00005033;5898930402;Elizabeth2000@7J86OU38TR;2019-10-08;623614143;VND;C00006077;BR0000001
A00005063;4745067854;Sofia1978@WQKLPVV2I4;2019-10-03;584330054;VND;C00006112;BR0000005
A00005065;7121612640;Evelyn1960@E45VZ2J5LF;2021-01-12;760085990;VND;C00006114;BR0000017
A00005066;5159063437;Avery1973@5193GABGYM;2021-08-29;241711832;VND;C00006115;BR0000032
A00005072;5385415917;Chloe1988@MHRQ1OSDJJ;2021-07-17;983607200;VND;C00006122;BR0000018
A00005092;9655932406;Ella1976@FH8I0MVMNJ;2018-09-24;253773999;VND;C00006144;BR0000001
A00005118;1075767304;Anthony1984@UIIPRRMKXL;2019-02-11;337621554;VND;C00006175;BR0000003
A00005120;2123816830;Grace1960@W2POOI99RB;2020-06-14;635213191;VND;C00006178;BR0000021
A00005125;2127962733;John1983@UZOSK553DE;2019-08-11;268439782;VND;C00006183;BR0000021
A00005126;5084194018;Victoria1968@R5AED79D5Q;2018-01-22;699634998;VND;C00006185;BR0000019
A00005129;9414061571;Luke1972@Y9L7687HKR;2021-02-16;952759830;VND;C00006191;BR0000007
A00005133;2752270728;Henry1963@81XEVTYC2V;2020-09-03;243486451;VND;C00006196;BR0000017
A00005164;9275589044;Andrew1960@BSMV82BDAA;2018-07-01;649559935;VND;C00006235;BR0000006
A00005180;4273047016;Aubrey1966@QEG5YWYOS1;2021-03-29;596687977;VND;C00006255;BR0000001
A00005181;5857485191;Scarlett1962@LE3AI0AWNH;2020-05-28;946939271;VND;C00006257;BR0000021
A00005194;2126429211;Christopher1962@RAAC0OP73X;2021-01-03;204714011;VND;C00006272;BR0000021
A00005196;3118106227;Joshua1976@T5BRLO1Y5Z;2020-04-21;201525624;VND;C00006275;BR0000032
A00005213;2124722470;Wyatt1956@BTY9KCLQAC;2020-10-13;287088794;VND;C00006299;BR0000021
A00005215;9783928172;Zoey1969@PSPZFMZ436;2021-11-14;722880195;VND;C00006301;BR0000019
A00005228;3153009043;Addison1977@9EG3MU7RCD;2019-05-13;598509115;VND;C00006317;BR0000021
A00005250;6519076500;Owen1974@F7WJCEI15E;2019-04-22;871452076;VND;C00006342;BR0000011
A00005256;5014757171;Caleb1992@ZX1E9M3CL8;2021-01-17;627651438;VND;C00006349;BR0000003
A00005263;3583189548;Nathan1996@6HN8P8W3OI;2018-11-21;721975270;VND;C00006359;BR0000041
A00005267;5946620792;Lily1993@X7LXKBCTPC;2021-11-15;45671746;VND;C00006363;BR0000044
A00005269;8177707405;Ryan1986@SUPNNVJEIH;2021-08-20;846599924;VND;C00006366;BR0000036
A00005270;2520736078;Jack1990@1CL70BSSC2;2020-09-12;134863049;VND;C00006367;BR0000014
A00005283;1355938762;Hunter1990@9Z0R9W911M;2020-10-12;766023733;VND;C00006383;BR0000050
A00005290;9990012485;Levi1972@Q6GLOLWYS7;2019-10-21;246890191;VND;C00006391;BR0000034
A00005305;8374599713;Christian1976@BQ9RLUVQZ4;2018-10-25;958231258;VND;C00006408;BR0000046
A00005313;9448872880;Jaxon1970@VZI7RFEGOZ;2020-11-08;429842528;VND;C00006417;BR0000038
A00005317;4961208636;Julian1980@M93CXR4Q88;2021-10-15;63604672;VND;C00006422;BR0000015
A00005343;6242097011;Landon1962@G8YNUEEUGD;2019-05-28;327608761;VND;C00006452;BR0000041
A00005357;6455736319;Grayson1964@445LLE8GQ3;2019-05-22;672700923;VND;C00006468;BR0000029
A00005358;7818703865;Jonathan1973@G64CAUTB8X;2018-04-20;2974578;VND;C00006469;BR0000044
A00005362;9145693892;Lillian1960@YTDJZ82BJJ;2018-10-29;615133041;VND;C00006473;BR0000021
A00005366;5292543497;Charles1971@P1FUFKFYWX;2018-09-05;88958084;VND;C00006478;BR0000022
A00005369;2120761095;Natalie1978@GBBDII4IAF;2020-12-01;431224405;VND;C00006481;BR0000021
A00005372;5088768910;Hannah1982@E9WM7CVUWC;2021-04-17;128738503;VND;C00006485;BR0000019
A00005385;3124845399;Thomas1983@XL1PTKH9Q5;2019-03-03;293618456;VND;C00006499;BR0000014
A00005387;2126585229;Aaron1990@9FOH095KVQ;2019-11-09;367855345;VND;C00006501;BR0000021
A00005395;8440373954;Eli1973@SP8PNOQ5T8;2021-03-23;872091888;VND;C00006511;BR0000046
A00005422;9730484312;Connor1994@Z9OMHWSIJZ;2019-10-25;368200627;VND;C00006544;BR0000017
A00005423;2125926328;Layla1983@94VRN9A9IE;2018-02-13;958815775;VND;C00006546;BR0000021
A00005428;1018866084;Brooklyn1968@XSSZ2Y0L0H;2019-06-01;81493561;VND;C00006551;BR0000025
A00005429;6176679383;Jeremiah1975@XA65W8M47J;2021-04-25;591774209;VND;C00006552;BR0000019
A00005442;1504001725;Alexa1998@IDEXW4I3NU;2021-06-23;124295219;VND;C00006567;BR0000006
A00005445;8106895040;Zoe1991@CXMNLOJL12;2019-03-14;164987182;VND;C00006571;BR0000003
A00005472;6643191161;Cameron1968@TFFAWXT7M7;2021-03-26;712521157;VND;C00006604;BR0000003
A00005477;5084120240;Josiah1974@B7MP09QR9I;2018-11-01;958509500;VND;C00006610;BR0000019
A00005481;2122039156;Adrian1973@40U5N7H1S0;2018-07-01;586771641;VND;C00006616;BR0000021
A00005483;3944070880;Penelope1963@E0S8Y1JADJ;2021-09-15;84051893;VND;C00006619;BR0000005
A00005505;2121178117;Riley1979@HWYBTZ45PB;2018-09-23;179669713;VND;C00006644;BR0000021
A00005541;2487256596;Colton1962@7Z19WXZ05K;2018-06-23;135686863;VND;C00006691;BR0000005
A00005546;1595078898;Leah1972@4SF1HIN9RH;2019-12-03;862865256;VND;C00006698;BR0000005
A00005572;5470661511;Jordan1977@TQYB7ZVRLO;2019-02-07;480584395;VND;C00006729;BR0000050
A00005574;3118451046;Brayden1963@WK0LXNFNWH;2021-04-19;906782319;VND;C00006731;BR0000032
A00005591;6170134421;Audrey1963@T0UZ6I94U0;2018-03-08;818579228;VND;C00006749;BR0000019
A00005593;3310257822;Robert1982@8OVQGNJG28;2019-11-04;388391222;VND;C00006753;BR0000050
A00005602;7569937612;Angel1964@4VJL4CL2XO;2020-10-25;314306528;VND;C00006764;BR0000040
A00005622;5083818803;Hudson1999@KT9ROBYA16;2021-04-29;909253545;VND;C00006789;BR0000019
A00005628;5088643535;Savannah1968@SPMX58G00Q;2019-06-27;92821125;VND;C00006798;BR0000019
A00005632;4947051230;Allison2000@K1FLZO5UOW;2020-03-24;83399635;VND;C00006803;BR0000006
A00005648;6178016817;Evan1989@1XU1WDW52T;2021-04-03;351864456;VND;C00006827;BR0000019
A00005650;4423052183;Samantha1983@8WB8FJLS7A;2020-10-03;262059928;VND;C00006829;BR0000012
A00005661;6639664262;Nora1991@ZH76WFN80L;2019-01-14;890500228;VND;C00006844;BR0000024
A00005692;4015092345;Skylar1962@H4D7GHOLZY;2019-04-05;954965272;VND;C00006886;BR0000017
A00005698;2121364486;Camila1971@4VDL4ZS1B4;2019-10-01;163713642;VND;C00006892;BR0000021
A00005700;7961670871;Austin1991@62QR9UP2II;2020-01-11;241231448;VND;C00006895;BR0000031
A00005708;2847581984;Gavin1969@KDAOTU57HC;2018-12-02;838100198;VND;C00006906;BR0000041
A00005724;9460908622;Anna1959@96Q3Y6U48I;2018-03-23;334900966;VND;C00006922;BR0000020
A00005726;5769504368;Nolan1987@52OFQYLPSZ;2019-04-30;420033176;VND;C00006924;BR0000004
A00005735;1519707677;Paisley1979@SG5K5JEKGF;2020-03-27;686503231;VND;C00006936;BR0000024
A00005740;8714171545;Parker1990@UU9TQY66PC;2020-07-17;63753069;VND;C00006944;BR0000005
A00005742;9157884164;Ariana1990@7YQPTVXTDB;2019-10-29;570767091;VND;C00006946;BR0000007
A00005758;4007846705;Adam1973@7LCC7AYWLO;2020-04-22;937357718;VND;C00006967;BR0000014
A00005767;4486290921;Chase1985@46ACN3UCQ9;2020-01-18;235957854;VND;C00006978;BR0000024
A00005774;2129307724;Jace1988@44HWWNWWFG;2018-02-23;731449228;VND;C00006987;BR0000021
A00005794;6614826442;Ian1987@HW8BRYMK3T;2019-12-22;372555470;VND;C00007010;BR0000029
A00005817;3157824477;Cooper1960@RDC2M7D1YJ;2020-11-02;357829857;VND;C00007043;BR0000021
A00005837;6603207458;Aaliyah1991@X58NBZNDID;2020-09-05;848673688;VND;C00007065;BR0000006
A00005868;6977828839;Claire1981@JE07ZVRL6I;2020-06-27;433319096;VND;C00007100;BR0000039
A00005870;5858021813;Violet1987@LS8RVL9KS7;2020-03-11;45341876;VND;C00007102;BR0000021
A00005878;9140541727;Easton1981@EIUY3KXP6W;2019-12-30;285228737;VND;C00007112;BR0000021
A00005891;4562562055;Kevin1977@7Q63HEUC60;2021-12-27;232955510;VND;C00007127;BR0000022
A00005912;5708659838;Stella1983@23RMUW5IQO;2021-10-09;843782311;VND;C00007150;BR0000047
A00005927;4877554335;Jose1984@8DWK5P7ZVK;2018-08-08;77221732;VND;C00007166;BR0000050
A00005944;9622728729;Sadie1964@2900NT1JQR;2019-03-08;211749743;VND;C00007186;BR0000001
A00005952;7166087197;Tyler1982@8MR85G5DSP;2018-04-02;447101377;VND;C00007195;BR0000021
A00005984;3493480617;Brandon1985@XFWNJJCZY3;2018-07-21;196213612;VND;C00007234;BR0000015
A00005991;5086737416;Mila1977@BRY01CUL92;2018-03-06;339506521;VND;C00007241;BR0000019
A00006030;6298906283;Gabriella1990@35NSJRQ4UX;2020-02-05;383872759;VND;C00007286;BR0000046
A00006034;3154008095;Lucy1960@YWNZV3KKI2;2019-08-02;315048616;VND;C00007291;BR0000021
A00006040;2128787544;Asher1958@U8BRULBSUL;2019-05-07;887159628;VND;C00007299;BR0000021
A00006051;6174060468;Jaxson1969@9JOGC50Z27;2018-02-20;351065458;VND;C00007311;BR0000019
A00006061;2127900644;Arianna1983@ZFFQTJKX72;2020-03-27;890059376;VND;C00007324;BR0000021
A00006062;6283697277;Mateo1995@U3H8K3DAHO;2020-07-01;119649613;VND;C00007325;BR0000025
A00006064;1750846578;Jason1979@JUZLSIHC4G;2021-07-07;633293496;VND;C00007327;BR0000036
A00006075;1056068058;Kennedy1994@IHKP1XZ5FH;2019-07-04;445352981;VND;C00007339;BR0000040
A00006083;4531036221;Sarah1997@2FIN6ELSQF;2020-10-25;109078232;VND;C00007348;BR0000018
A00006097;1427335872;Madelyn1993@3GRORDVTUZ;2019-08-13;690948670;VND;C00007366;BR0000027
A00006118;2120384699;Ayden1957@XTY88AI35D;2019-07-18;400951360;VND;C00007390;BR0000021
A00006138;8193034850;Eleanor1983@L2TQT3UAAK;2018-07-14;467177252;VND;C00007411;BR0000001
A00006148;8934271196;Carson1978@1PS0W08GQD;2018-08-22;546277281;VND;C00007422;BR0000007
A00006157;9634314872;Caroline1962@MXUNKMLFNF;2019-11-02;995115399;VND;C00007434;BR0000034
A00006158;2578946219;Hazel1977@UQDYS71D8Q;2018-02-12;381804989;VND;C00007435;BR0000024
A00006226;9824393433;Hailey1980@NPR3P0D0HZ;2021-11-03;568215086;VND;C00007521;BR0000007
A00006265;6132023541;Xavier1957@1GY6H3J7J5;2018-07-13;610804418;VND;C00007567;BR0000006
A00006273;1733367455;Leo1982@NJKXCNCQF4;2020-01-29;166351024;VND;C00007576;BR0000024
A00006281;6175672783;Genesis1993@9QDIAW698Q;2018-09-23;918382611;VND;C00007586;BR0000019
A00006289;1663010530;Kylie1969@FV0SMTI8M5;2020-01-08;716968637;VND;C00007594;BR0000041
A00006306;5400245056;Ezra1997@VOC7EG709A;2020-04-01;534612270;VND;C00007614;BR0000041
A00006321;2121491642;Bentley1968@Z3QHQETKXY;2020-08-10;162699777;VND;C00007632;BR0000021
A00006353;2290418402;Sawyer1973@XI1VDKL2NE;2020-04-02;428648034;VND;C00007672;BR0000048
A00006358;2627164859;Kayden1982@A3FY591IP4;2019-06-27;778866210;VND;C00007678;BR0000022
A00006363;3437633375;Blake1966@G21JX4B41Y;2021-09-13;865067899;VND;C00007683;BR0000028
A00006397;5085616860;Autumn1986@S9KBE9MDSQ;2018-12-22;384215344;VND;C00007723;BR0000019
A00006400;1197405492;Piper1978@82IWP7MZKM;2021-05-24;641666025;VND;C00007727;BR0000035
A00006425;7273768507;Maya1998@0GR6MEI481;2019-08-10;412296419;VND;C00007753;BR0000029
A00006434;2126690993;Nevaeh1978@HMDNYYB97C;2018-09-05;515630089;VND;C00007765;BR0000021
A00006440;2126756023;Serenity1996@XW73QRCEGO;2018-07-12;459325259;VND;C00007772;BR0000021
A00006453;2612414645;Ryder1971@DHB8VXM6HS;2020-04-13;150728133;VND;C00007787;BR0000034
A00006461;7167888639;Peyton1995@OG88W3VE8M;2021-12-08;202218141;VND;C00007796;BR0000021
A00006463;1985089358;Mackenzie1977@PH23PQWTKY;2020-05-16;84825464;VND;C00007800;BR0000009
A00006472;5089455873;Bella1996@9YJE357596;2021-11-14;943327661;VND;C00007814;BR0000019
A00006473;3218376618;Eva1966@GC5JPVSXRO;2020-02-24;203821105;VND;C00007815;BR0000044
A00006495;7139630502;Elias1986@IQAV5I6QRU;2019-01-03;616789063;VND;C00007843;BR0000018
A00006505;4979194637;Taylor1984@FC55E11U2C;2019-11-15;619963973;VND;C00007855;BR0000010
A00006510;8967645919;Tristan1985@B6OBT3RVGY;2019-06-24;272983430;VND;C00007862;BR0000007
A00006511;8144520875;Roman1979@T3NQGJNUBM;2018-11-27;240448718;VND;C00007863;BR0000003
A00006512;1248000690;Leonardo1955@Z7OTWB2DSU;2021-06-27;853550791;VND;C00007864;BR0000034
A00006555;7107811479;Naomi1986@1F1WTGIGMV;2018-03-11;441788175;VND;C00007914;BR0000024
A00006592;2121440443;Aubree1998@MUEUIWVM64;2019-03-24;157901541;VND;C00007959;BR0000021
A00006602;2463831538;Camden1987@06EUUDJ9IQ;2018-03-06;796707532;VND;C00007970;BR0000007
A00006609;3675366389;Brody1996@S1GRVLN253;2020-11-04;482733540;VND;C00007980;BR0000009
A00006636;4661154707;Luis1962@EDJG0LQ49J;2018-08-12;639316243;VND;C00008013;BR0000005
A00006649;2120073706;Miles1987@O0WM5A5KLY;2019-07-30;127708936;VND;C00008030;BR0000021
A00006678;4736445067;Aurora1986@JWOQO7EW45;2018-03-17;477860525;VND;C00008064;BR0000001
A00006686;5088453875;Micah1978@4GQJVFVKCD;2018-03-10;591926394;VND;C00008074;BR0000019
A00006688;6758252650;Melanie1970@F3B0EC43WX;2018-07-23;894001150;VND;C00008076;BR0000009
A00006699;8146929302;Vincent1985@ILGSPRB0AE;2020-02-10;473845816;VND;C00008089;BR0000023
A00006701;1628935799;Justin1991@RZL1311U5D;2021-12-28;100110590;VND;C00008091;BR0000006
A00006706;5206393102;Lydia1999@EQSTKX9SFB;2018-01-16;961525352;VND;C00008096;BR0000024
A00006715;8105278842;Greyson1983@J4O16GYPPD;2020-06-08;850693346;VND;C00008105;BR0000003
A00006738;8645481275;Brianna1996@DRINIRDT6A;2019-07-14;842452141;VND;C00008130;BR0000008
A00006792;2122959205;Ruby1964@O7PS1838QZ;2019-05-31;918767636;VND;C00008200;BR0000021
A00006806;9784033250;Declan1998@PHQBE85TDX;2019-11-27;474335449;VND;C00008217;BR0000019
A00006856;1871372310;Katherine1999@3W2SLLIXV1;2021-03-20;859492679;VND;C00008276;BR0000005
A00006866;2591615246;Maxwell1956@I2SGR2E4AJ;2018-10-17;992056098;VND;C00008287;BR0000020
A00006872;9335010249;Ashley1971@XTUN53N0DV;2019-03-13;291752216;VND;C00008295;BR0000050
A00006897;5088084378;Alexis1965@3TC60R5AVS;2020-11-21;931398341;VND;C00008327;BR0000019
A00006902;7815839195;Juan1986@EWM2O3XO0O;2018-05-01;881275036;VND;C00008333;BR0000019
A00006910;9142594004;Cole1999@ZDCVHCZX97;2018-06-29;807092951;VND;C00008342;BR0000021
A00006922;8354566612;Damian1989@G5CC8W4FX9;2018-05-25;993875580;VND;C00008356;BR0000022
A00006924;3028650282;Carlos1999@NG0FO78X2D;2018-01-23;99075088;VND;C00008359;BR0000007
A00006927;2577819118;Alice1995@U784H4F7I1;2018-01-22;725107739;VND;C00008362;BR0000007
A00006930;1920398843;Cora1980@3Z4B03O9TO;2018-03-29;991967924;VND;C00008366;BR0000008
A00006950;4391237912;Julia1986@699BUR7IH9;2018-06-17;28201124;VND;C00008392;BR0000017
A00006985;2292982913;Madeline1988@C69R643LAG;2020-04-06;730480324;VND;C00008432;BR0000024
A00007011;5859528793;Weston1967@6R42ZWXKH6;2020-11-28;730497506;VND;C00008463;BR0000021
A00007033;5857876851;Faith1972@9E8WJLU8SR;2018-12-12;564157733;VND;C00008489;BR0000021
A00007045;4138993486;Brantley1963@PXUHN2UI3T;2019-08-11;493486036;VND;C00008502;BR0000019
A00007049;9782427625;Annabelle1999@BGLZWWBA11;2019-10-18;650379372;VND;C00008506;BR0000019
A00007052;9784012642;Braxton1967@PTPRWJCORV;2021-04-10;643454096;VND;C00008510;BR0000019
A00007082;5080539023;Alyssa1965@ONIBGI98XG;2020-01-17;928549325;VND;C00008548;BR0000019
A00007099;2126735421;Isabelle1991@GH8RGWCPOK;2021-06-18;359696771;VND;C00008568;BR0000021
A00007101;1816508306;Joshua1955@PVB9BKRUBW;2018-11-30;20347513;VND;C00008571;BR0000001
A00007123;5394225777;Vivian1977@3T63P39D20;2019-03-16;647529877;VND;C00008598;BR0000029
A00007133;9788838201;Gianna1968@NX6TL63NTL;2021-11-06;541500277;VND;C00008610;BR0000019
A00007136;5615276729;Quinn1959@Y615Z4TGW3;2021-01-23;998112744;VND;C00008615;BR0000028
A00007156;6174756472;Clara1961@JSO0RPKR87;2018-01-05;156279905;VND;C00008636;BR0000019
A00007176;2120277845;Reagan1974@YKN4A1VJ5R;2019-03-08;459305978;VND;C00008661;BR0000021
A00007180;6371560285;Khloe1991@WPJ1IP45O9;2019-08-14;683074992;VND;C00008666;BR0000010
A00007181;3151668029;Alexandra1987@7AKQZDXYQH;2021-03-10;807689270;VND;C00008667;BR0000021
A00007184;4358640753;Hadley1963@QHIUYGHXTG;2020-12-22;359740061;VND;C00008670;BR0000006
A00007190;4857838026;Sebastian1975@KRKFM2IMM2;2018-11-13;572685215;VND;C00008677;BR0000036
A00007203;6170125921;Sophie1973@URWHXO2D7F;2020-03-05;674095445;VND;C00008692;BR0000019
A00007231;2181857386;Owen1973@Z73OWNHGSU;2021-04-01;796113726;VND;C00008726;BR0000012
A00007240;7204606138;London1968@O9WWC70TLQ;2020-07-24;782186370;VND;C00008737;BR0000004
A00007262;4371680609;Elena1960@V6VF7E7Q01;2018-10-04;233868804;VND;C00008764;BR0000029
A00007274;7833014603;Kimberly1973@TVYFMFV4ER;2020-02-24;303962994;VND;C00008777;BR0000043
A00007401;2129036298;Nathan1965@L4E5PH5RT8;2021-08-18;979612396;VND;C00009173;BR0000021
A00007418;2361767658;Maria1959@I6LKPJO5Y3;2019-04-13;304699213;VND;C00009196;BR0000045
A00007424;7587062716;Ryan1982@QGNRPHPS9R;2019-04-26;881116409;VND;C00009202;BR0000017
A00007437;5004274516;Luna1960@2CAZFU8QFB;2019-07-13;813892676;VND;C00009217;BR0000040
A00007445;6313269960;Willow1959@CV21M43G96;2020-02-20;425323257;VND;C00009226;BR0000041
A00007449;5190752574;Jasmine1992@FZM4UUVHI2;2019-10-10;163241093;VND;C00009231;BR0000027
A00007454;9948684398;Kinsley1976@JKG2V16ADJ;2018-07-21;450321624;VND;C00009236;BR0000035
A00007465;2120793854;Jack1983@EJXZ0G4KDM;2021-11-08;540431649;VND;C00009250;BR0000021
A00007485;9764893717;Valentina1975@R3LJWQVIWI;2021-07-11;375042464;VND;C00009273;BR0000016
A00007487;7901177524;Levi1966@GJPF93XY3N;2019-05-31;443740177;VND;C00009276;BR0000044
A00007520;6172077367;Kayla1980@XEYTTIFXP0;2021-01-24;700366987;VND;C00009313;BR0000019
A00007523;3696367752;Delilah1978@G5WXQ16PBM;2021-11-05;584747408;VND;C00009316;BR0000024
A00007542;3130288112;Christian1987@MBDRJTI3HZ;2020-08-07;42904870;VND;C00009340;BR0000001
A00007546;4712469491;Jaxon1992@BJB8MZXCE9;2020-11-08;10793459;VND;C00009346;BR0000005
A00007559;6174642694;Andrea1993@AIQUSUAJU0;2021-01-13;650059422;VND;C00009362;BR0000019
A00007562;8249368477;Julian1995@35DVYM3KGU;2018-10-16;50104170;VND;C00009366;BR0000003
A00007565;6170117052;Landon1995@PHIURLSZ2I;2019-12-02;488907373;VND;C00009370;BR0000019
A00007594;5329494433;Grayson1994@1ZL6IISI0O;2020-10-07;314773927;VND;C00009403;BR0000009
A00007606;4820479019;Jonathan1969@GJ9RMWRDFH;2019-03-20;575763071;VND;C00009417;BR0000045
A00007607;2122369258;Isaiah1970@WKHHBQ9V4D;2019-01-02;949307980;VND;C00009418;BR0000021
A00007614;1088816968;Lauren1990@CUK9X0I4TC;2018-03-13;539352696;VND;C00009427;BR0000008
